user id,VehicleModel,BatteryCapacitykWh,Charging_StationID,Charging StationLocation,Charging StartTime,Charging EndTime,Energy ConsumedKWh,ChargingDuration_hours,ChargingRateKW,ChargingCostUSD,TimeofDay,DayofWeek,State_of_Charge_Start%,State_of_Charge_End%,Distance_Driven_km,TemperatureC,VehicleAge_years,ChargerType,UserType
U0635,audi e-tron,44,S438,san francisco,2023-08-19 22:31:50,2023-08-20 00:17:26.000000000,5.51,1.76,27.23,$38.45,MORNING,Saturday#,22%,92%,64.61,22.97,3,LEVEL 2,Long-Distance Traveler 
U0636,Tesla Model 3 ,70,S001,Chicag,2023-08-08 15:00:58,2023-08-08 22:39:58.000000000,30.45,7.65,41.6,$3.97,Afternoon#,Friday ,39%,84%,24.96,26.54,2,DC Fast Charger ,Long-Distance Traveler 
NA,NA,34,NA,NA,NA,NA,11.58,6.35,49.74,$17.64,NA,NA,73%,87%,217.49,37.8,0,NA,NA
U0638,TESLA MODEL 3,88,S375,Seattl,2023-02-27 06:36:32,2023-02-27 08:22:08.000000000,7.36,1.76,16.55,$13.02,Night ,Monday ,27%,97%,298.5,4.39,8,Level 2#,Commute
U0639,Tesla Model ,91,S121,Los Angeles#,2023-09-30 10:21:21,2023-09-30 16:18:57.000000000,46.81,5.96,9.31,$20.53,night,Saturda,25%,90%,182.52,5.09,5,LEVEL 1,Commute
U0640,Chevy Bolt#,80,S055,Seattl,2023-03-11 05:24:15,2023-03-11 10:51:51.000000000,39.13,5.46,15.93,$36.52,Evening ,saturday,47%,82%,54.65,35.47,5,Level 1#,long-distance traveler
U0641,AUDI E-TRON,34,S037,LOS ANGELES,2023-08-03 20:39:47,2023-08-04 00:01:59.000000000,70.0,3.37,27.74,$11.59,Mornin,Tuesda,54%,94%,90.29,6.84,2,DC Fast Charger#,Long-Distance Travele
U0642,Chevy Bolt ,93,S328,Chicago ,2023-12-18 17:03:02,2023-12-18 20:58:50.000000000,69.92,3.93,38.89,$44.69,AFTERNOON,Frida,42%,98%,229.86,17.62,5,Level 2#,LONG-DISTANCE TRAVELER
U0643,Tesla Model 3 ,56,S014,New Yor,2023-12-13 11:02:19,2023-12-13 11:43:07.000000000,55.51,0.68,17.6,$16.13,Evening#,Wednesda,45%,84%,141.39,3.2,5,Level 2 ,COMMUTER
U0644,audi e-tron,93,S308,San Francisco#,2023-02-21 11:15:09,2023-02-21 17:33:45.000000000,22.68,6.31,17.97,$11.28,Evenin,Thursday ,75%,86%,222.1,9.09,7,Level ,COMMUTER
U0645,Nissan Leaf#,90,S391,LOS ANGELES,2023-04-17 23:04:36,2023-04-17 23:34:36.000000000,45.68,0.5,16.18,$12.12,afternoon,Sunda,35%,90%,268.76,7.66,9,Level 2#,Long-Distance Travele
U0646,Audi e-Tron#,45,S322,new york,2023-07-21 05:56:54,2023-07-21 06:50:18.000000000,35.49,0.89,30.29,$17.27,afternoon,Sunday ,44%,89%,258.29,35.38,6,Level ,Long-Distance Traveler#
U0647,CHEVY BOLT,95,S178,new york,2023-03-28 22:46:10,2023-03-29 05:01:46.000000000,13.57,6.26,3.35,$2.58,Afternoon ,THURSDAY,26%,82%,70.25,11.52,7,Level ,Long-Distance Traveler#
U0648,chevy bolt,64,S466,Seattl,2023-09-13 10:42:50,2023-09-13 18:02:38.000000000,25.48,7.33,21.75,$24.48,MORNING,sunday,10%,80%,276.31,36.34,1,dc fast charger,Long-Distance Traveler 
U0649,Tesla Model 3#,68,S493,san francisco,2023-01-16 08:03:42,2023-01-16 15:36:42.000000000,72.93,7.55,4.27,$37.03,Afternoon ,thursday,57%,83%,155.87,11.13,8,DC Fast Charger ,LONG-DISTANCE TRAVELER
U0650,TESLA MODEL 3,55,S434,San Francisco#,2023-09-20 08:36:05,2023-09-20 10:12:41.000000000,65.19,1.61,19.31,$10.85,Night#,Sunday ,78%,91%,56.75,-7.28,8,DC FAST CHARGER,Commute
U0651,AUDI E-TRON,76,S225,Los Angeles#,2023-03-19 04:31:07,2023-03-19 08:14:19.000000000,29.28,3.72,22.66,$46.1,Afternoo,sunday,40%,87%,266.05,9.94,0,Level 1 ,Long-Distance Traveler 
U0652,hyundai kona,39,S377,SAN FRANCISCO,2023-05-06 17:51:29,2023-05-06 23:46:41.000000000,58.35,5.92,12.68,$25.44,Evening ,Wednesda,61%,92%,227.74,24.99,8,Level ,long-distance traveler
NA,NA,86,NA,NA,NA,NA,12.81,1.0,20.91,$24.04,NA,NA,34%,84%,151.47,17.37,6,NA,NA
U0654,AUDI E-TRON,85,S340,New Yor,2023-08-22 08:54:24,2023-08-22 14:42:24.000000000,18.82,5.8,37.58,$40.26,Mornin,SUNDAY,29%,88%,229.43,22.73,5,DC Fast Charge,Commuter 
U0655,Audi e-Tron#,67,S040,LOS ANGELES,2023-07-28 02:16:50,2023-07-28 06:49:14.000000000,16.94,4.54,20.3,$43.71,Evenin,Thursday#,55%,99%,78.26,22.14,4,DC Fast Charger#,commuter
U0656,CHEVY BOLT,58,S145,Seattle#,2023-01-26 02:58:46,2023-01-26 05:09:34.000000000,23.15,2.18,15.03,$9.42,MORNING,Thursday#,75%,90%,171.9,13.2,2,DC Fast Charge,Commuter#
U0657,Hyundai Kon,39,S372,Los Angeles ,2023-08-07 17:10:11,2023-08-07 22:24:35.000000000,21.28,5.24,24.93,$23.16,Afternoo,Monday#,27%,91%,47.25,38.44,7,level 1,commuter
U0658,NISSAN LEAF,64,S105,Los Angeles ,2023-01-07 04:00:53,2023-01-07 06:57:53.000000000,32.03,2.95,35.5,$21.93,Night#,Tuesday ,55%,80%,114.79,33.31,9,LEVEL 2,LONG-DISTANCE TRAVELER
U0659,HYUNDAI KONA,48,S321,Seattle#,2023-12-24 19:10:28,2023-12-24 23:27:51.999999999,58.97,4.29,15.47,$45.6,Afternoon ,Tuesda,16%,98%,38.76,38.2,0,DC Fast Charger#,commuter
U0660,tesla model 3,93,S470,san francisco,2023-12-06 18:46:16,2023-12-06 20:28:16.000000000,16.87,1.7,42.56,$44.7,Afternoon ,Sunda,20%,81%,147.32,14.57,1,Level 2 ,Long-Distance Traveler#
NA,NA,62,NA,NA,NA,NA,13.49,6.25,49.39,$37.01,NA,NA,72%,85%,227.81,0.25,0,NA,NA
U0662,Tesla Model 3#,90,S152,seattle,2023-04-17 20:06:44,2023-04-17 23:37:20.000000000,57.18,3.51,42.41,$49.95,Night ,Thursday#,59%,99%,147.46,21.5,7,LEVEL 2,commuter
NA,NA,72,NA,NA,NA,NA,16.99,1.38,18.89,$14.15,NA,NA,45%,87%,249.31,18.23,2,NA,NA
U0664,Hyundai Kona#,77,S096,SAN FRANCISCO,2023-08-20 21:08:51,2023-08-20 22:02:15.000000000,71.13,0.89,15.18,$39.58,MORNING,Sunday ,54%,92%,195.77,-4.4,3,Level 2 ,commuter
U0665,Chevy Bolt#,82,S296,Chicago ,2023-06-27 08:33:12,2023-06-27 13:35:36.000000000,66.84,5.04,32.35,$49.99,Morning#,thursday,28%,88%,113.78,5.5,4,LEVEL 2,Commuter#
U0666,Chevy Bolt ,44,S288,Chicag,2023-07-11 06:19:18,2023-07-11 11:58:18.000000000,26.61,5.65,35.92,$4.86,Night#,Tuesday#,58%,83%,19.31,-9.32,2,LEVEL 1,Long-Distance Traveler#
U0667,Audi e-Tron ,30,S057,seattle,2023-05-20 20:10:14,2023-05-20 21:15:38.000000000,9.97,1.09,35.29,$49.35,EVENING,Friday#,23%,90%,59.55,10.92,5,DC Fast Charger#,LONG-DISTANCE TRAVELER
U0668,audi e-tron,68,S037,San Francisco#,2023-10-15 10:38:39,2023-10-15 11:57:15.000000000,62.11,1.31,8.87,$30.13,Evening ,TUESDAY,41%,94%,110.68,14.45,0,Level ,Commuter#
U0669,nissan leaf,75,S048,San Francisco#,2023-04-10 23:11:06,2023-04-11 04:47:06.000000000,10.29,5.6,9.43,$25.82,NIGHT,Monday#,24%,92%,222.48,39.05,2,dc fast charger,Long-Distance Travele
U0670,HYUNDAI KONA,77,S048,Chicago#,2023-12-24 07:51:05,2023-12-24 12:34:17.000000000,30.41,4.72,7.26,$18.32,Morning ,Wednesday#,18%,95%,235.22,37.45,5,Level 2#,Long-Distance Traveler#
U0671,Audi e-Tron#,99,S400,new york,2023-05-25 13:36:04,2023-05-25 16:00:40.000000000,59.88,2.41,25.13,$41.91,afternoon,Monday#,32%,84%,171.59,1.14,7,DC Fast Charge,Long-Distance Traveler 
U0672,Hyundai Kona ,93,S358,Chicago#,2023-04-30 23:27:55,2023-04-30 23:59:07.000000000,51.82,0.52,14.83,$10.95,Evening#,Sunday#,52%,98%,210.58,10.96,0,LEVEL 2,commuter
U0673,Chevy Bolt#,52,S462,New Yor,2023-08-06 05:29:34,2023-08-06 13:18:10.000000000,64.7,7.81,20.98,$5.0,Evening ,Tuesday#,75%,91%,155.75,-1.53,0,level 2,long-distance traveler
U0674,NISSAN LEAF,42,S010,NEW YORK,2023-11-12 10:37:30,2023-11-12 12:13:30.000000000,51.58,1.6,28.79,$48.54,AFTERNOON,MONDAY,56%,90%,179.95,24.28,9,LEVEL 2,commuter
U0675,NISSAN LEAF,59,S149,Los Angele,2023-05-05 10:43:21,2023-05-05 11:43:21.000000000,66.19,1.0,34.17,$31.96,Nigh,WEDNESDAY,50%,83%,208.9,-7.73,0,LEVEL 2,Long-Distance Traveler 
U0676,Hyundai Kon,82,S002,Chicag,2023-11-27 19:31:18,2023-11-28 02:10:54.000000000,25.73,6.66,40.91,$34.92,MORNING,Frida,63%,90%,251.19,21.04,3,LEVEL 1,Long-Distance Travele
U0677,nissan leaf,76,S468,LOS ANGELES,2023-05-27 01:49:53,2023-05-27 06:24:40.999999999,9.23,4.58,26.41,$32.8,Afternoo,Sunda,61%,91%,249.85,25.6,9,DC FAST CHARGER,Long-Distance Traveler#
U0678,Chevy Bolt ,60,S054,CHICAGO,2023-11-10 09:35:46,2023-11-10 15:26:46.000000000,79.86,5.85,12.93,$32.21,Morning#,monday,65%,86%,67.25,18.23,4,Level 1#,Long-Distance Traveler#
NA,NA,60,NA,NA,NA,NA,43.14,6.34,33.98,$29.0,NA,NA,32%,88%,77.97,20.68,9,NA,NA
NA,NA,43,NA,NA,NA,NA,68.34,7.33,20.48,$16.3,NA,NA,22%,89%,294.62,-8.34,7,NA,NA
U0681,Tesla Model 3#,81,S198,LOS ANGELES,2023-10-01 20:32:40,2023-10-02 02:45:52.000000000,60.55,6.22,26.75,$43.66,Afternoo,Saturday#,59%,89%,160.67,9.67,8,LEVEL 1,Long-Distance Traveler#
U0682,Chevy Bolt ,41,S119,Chicago#,2023-01-03 20:47:59,2023-01-04 03:25:11.000000000,42.25,6.62,29.32,$49.8,Evening ,Monday#,26%,95%,224.5,19.89,1,Level 2#,Commuter 
U0683,AUDI E-TRON,65,S436,CHICAGO,2023-02-07 04:26:39,2023-02-07 10:30:15.000000000,17.9,6.06,20.73,$37.15,Mornin,Sunday#,35%,88%,45.63,39.24,5,Level 2#,LONG-DISTANCE TRAVELER
U0684,Chevy Bolt#,97,S171,Seattl,2023-05-02 06:04:59,2023-05-02 07:45:11.000000000,9.01,1.67,37.33,$45.65,EVENING,Monday#,35%,92%,43.81,27.23,9,dc fast charger,long-distance traveler
U0685,Hyundai Kona ,66,S477,San Francisco#,2023-01-06 14:01:51,2023-01-06 20:21:39.000000000,55.5,6.33,28.11,$36.44,evening,THURSDAY,54%,89%,20.05,39.84,4,DC FAST CHARGER,COMMUTER
U0686,HYUNDAI KONA,45,S430,seattle,2023-05-06 16:08:11,2023-05-06 18:38:47.000000000,20.11,2.51,14.77,$14.39,Nigh,Wednesday#,43%,96%,148.03,21.31,9,Level ,commuter
U0687,Chevy Bol,75,S315,los angeles,2023-11-14 06:32:02,2023-11-14 13:09:50.000000000,71.45,6.63,19.76,$42.39,Afternoon ,Sunda,39%,95%,132.91,12.69,8,dc fast charger,Long-Distance Traveler 
NA,NA,41,NA,NA,NA,NA,76.37,0.79,25.07,$25.88,NA,NA,26%,82%,162.53,-2.86,7,NA,NA
U0689,tesla model 3,31,S161,chicago,2023-08-08 00:43:38,2023-08-08 02:18:25.999999999,73.88,1.58,26.46,$22.72,EVENING,thursday,44%,90%,299.87,22.81,4,dc fast charger,Commuter#
U0690,Audi e-Tron#,39,S464,SAN FRANCISCO,2023-12-18 03:31:05,2023-12-18 07:44:17.000000000,44.55,4.22,46.34,$30.66,Morning#,TUESDAY,51%,89%,188.29,28.41,3,DC FAST CHARGER,COMMUTER
U0691,Tesla Model ,47,S047,Seattle#,2023-07-31 19:30:55,2023-07-31 20:12:19.000000000,65.83,0.69,20.45,$33.03,AFTERNOON,FRIDAY,30%,95%,236.16,22.54,5,dc fast charger,Long-Distance Traveler#
U0692,chevy bolt,63,S190,San Francisco#,2023-08-23 14:44:43,2023-08-23 16:45:55.000000000,49.22,2.02,5.34,$21.91,Evenin,SATURDAY,44%,92%,34.58,16.95,2,Level ,Long-Distance Traveler#
NA,NA,79,NA,NA,NA,NA,34.26,3.75,38.65,$10.38,NA,NA,41%,97%,213.25,17.85,7,NA,NA
U0694,Hyundai Kon,89,S233,New Yor,2023-07-14 23:50:06,2023-07-15 05:04:30.000000000,71.42,5.24,29.96,$23.85,MORNING,Thursday ,39%,95%,194.4,16.12,4,DC Fast Charge,Long-Distance Travele
U0695,AUDI E-TRON,56,S469,Seattle#,2023-01-29 18:04:16,2023-01-29 22:47:28.000000000,48.66,4.72,39.3,$16.9,NIGHT,Sunday ,31%,85%,180.72,11.59,2,DC Fast Charge,LONG-DISTANCE TRAVELER
U0696,HYUNDAI KONA,50,S171,San Francisco#,2023-02-15 02:30:51,2023-02-15 05:06:15.000000000,46.34,2.59,34.62,$3.47,Night ,Thursda,37%,85%,141.91,32.45,3,level 2,LONG-DISTANCE TRAVELER
U0697,Tesla Model 3#,53,S360,New Yor,2023-12-27 09:46:55,2023-12-27 14:24:43.000000000,42.43,4.63,39.15,$9.87,Night#,THURSDAY,27%,83%,297.02,11.45,5,Level 2 ,COMMUTER
U0698,Nissan Lea,31,S287,LOS ANGELES,2023-08-04 03:19:44,2023-08-04 10:57:32.000000000,41.55,7.63,24.12,$5.54,Mornin,saturday,77%,91%,265.65,22.07,2,level 2,COMMUTER
U0699,Nissan Leaf ,77,S298,Chicago ,2023-11-03 12:29:14,2023-11-03 17:29:14.000000000,67.82,5.0,37.26,$20.42,Nigh,Thursday#,70%,89%,167.92,33.16,1,Level 2#,Commute
U0700,Audi e-Tro,63,S414,New York ,2023-07-03 16:07:19,2023-07-03 18:52:55.000000000,29.88,2.76,9.76,$4.47,MORNING,Thursday#,46%,98%,297.58,25.45,0,Level ,commuter
U0701,nissan leaf,38,S148,San Francisco ,2023-04-18 05:56:07,2023-04-18 13:54:19.000000000,38.26,7.97,34.64,$5.26,MORNING,Monday ,38%,96%,284.25,37.18,5,Level 2#,Long-Distance Traveler 
U0702,Hyundai Kona ,42,S183,New York#,2023-05-14 06:47:20,2023-05-14 12:25:44.000000000,67.87,5.64,35.11,$33.35,afternoon,TUESDAY,33%,85%,222.04,0.17,4,LEVEL 2,Long-Distance Traveler#
U0703,audi e-tron,75,S376,Seattle ,2023-05-30 16:26:05,2023-05-30 20:45:17.000000000,19.37,4.32,37.85,$44.96,Mornin,Sunday ,31%,96%,85.2,6.93,7,Level 1#,LONG-DISTANCE TRAVELER
U0704,Audi e-Tro,73,S389,chicago,2023-10-28 04:42:03,2023-10-28 05:28:51.000000000,48.86,0.78,39.67,$10.15,Afternoo,Sunday ,57%,98%,273.69,12.81,0,Level 1#,LONG-DISTANCE TRAVELER
U0705,Hyundai Kona#,97,S293,Chicag,2023-04-13 10:14:59,2023-04-13 16:10:11.000000000,15.15,5.92,22.86,$3.87,Morning ,Wednesday#,43%,83%,19.53,28.61,2,Level 1 ,COMMUTER
U0706,HYUNDAI KONA,55,S382,New Yor,2023-05-12 10:48:07,2023-05-12 16:15:43.000000000,39.31,5.46,3.28,$41.3,NIGHT,Frida,69%,89%,271.94,22.26,9,LEVEL 2,Long-Distance Traveler#
U0707,Audi e-Tro,58,S116,seattle,2023-06-28 05:18:56,2023-06-28 06:59:08.000000000,71.33,1.67,29.92,$36.17,afternoon,tuesday,17%,91%,11.09,25.43,2,Level 1#,Commute
U0708,Chevy Bolt ,31,S127,Chicago ,2023-11-18 00:57:29,2023-11-18 02:59:53.000000000,58.55,2.04,16.42,$19.25,Night ,Thursday#,49%,86%,52.12,10.24,2,DC FAST CHARGER,LONG-DISTANCE TRAVELER
U0709,chevy bolt,47,S148,Seattle ,2023-03-13 11:43:43,2023-03-13 18:13:07.000000000,62.56,6.49,12.9,$38.97,EVENING,Tuesday#,38%,94%,201.13,10.75,9,DC FAST CHARGER,Long-Distance Traveler#
U0710,audi e-tron,72,S201,New York#,2023-10-17 18:57:47,2023-10-17 23:10:23.000000000,14.84,4.21,39.98,$14.98,night,Friday ,44%,90%,103.73,12.39,5,LEVEL 1,long-distance traveler
U0711,Chevy Bol,71,S091,Los Angele,2023-04-11 14:39:45,2023-04-11 20:23:33.000000000,17.34,5.73,29.29,$12.97,Afternoon ,WEDNESDAY,47%,93%,289.02,36.5,2,level 1,Long-Distance Traveler#
U0712,TESLA MODEL 3,93,S289,Chicag,2023-12-26 01:22:44,2023-12-26 07:52:44.000000000,31.53,6.5,40.81,$47.3,morning,Thursday#,34%,89%,280.61,30.46,2,DC Fast Charger#,COMMUTER
U0713,chevy bolt,57,S447,SEATTLE,2023-10-31 08:21:18,2023-10-31 13:23:06.000000000,35.22,5.03,24.51,$19.05,morning,saturday,55%,82%,144.84,1.98,7,Level ,long-distance traveler
U0714,CHEVY BOLT,68,S275,new york,2023-05-06 15:15:26,2023-05-06 19:55:02.000000000,63.55,4.66,39.42,$47.37,Nigh,Monday ,34%,94%,241.21,-4.57,8,Level 2#,Long-Distance Traveler#
NA,NA,78,NA,NA,NA,NA,35.52,4.63,49.9,$29.22,NA,NA,44%,82%,285.03,0.39,9,NA,NA
U0716,Tesla Model 3 ,39,S164,san francisco,2023-04-30 06:48:57,2023-04-30 14:03:21.000000000,22.46,7.24,20.73,$8.92,AFTERNOON,Tuesday#,68%,93%,21.61,0.25,7,Level ,Long-Distance Traveler 
U0717,Chevy Bolt#,93,S350,San Francisco ,2023-06-19 15:43:59,2023-06-19 20:15:11.000000000,55.11,4.52,12.08,$31.1,Afternoon#,Tuesda,73%,84%,46.57,14.55,3,Level 1#,Long-Distance Travele
U0718,Audi e-Tro,74,S021,seattle,2023-02-02 01:47:50,2023-02-02 05:28:38.000000000,53.67,3.68,15.43,$5.45,morning,Tuesda,55%,91%,31.32,24.81,8,level 1,Long-Distance Travele
U0719,NISSAN LEAF,44,S056,San Francisc,2023-04-08 06:21:10,2023-04-08 08:48:46.000000000,58.03,2.46,43.73,$7.91,evening,Tuesday#,23%,90%,74.59,8.18,6,LEVEL 2,Long-Distance Traveler#
U0720,audi e-tron,51,S120,San Francisco ,2023-09-22 16:59:15,2023-09-22 23:54:27.000000000,48.98,6.92,3.15,$47.43,evening,Monday#,58%,97%,65.29,11.04,1,LEVEL 2,LONG-DISTANCE TRAVELER
U0721,chevy bolt,54,S457,New Yor,2023-09-02 20:37:08,2023-09-03 03:19:44.000000000,20.63,6.71,41.54,$7.29,MORNING,Friday ,77%,96%,224.36,-0.04,8,Level ,Commuter#
U0722,HYUNDAI KONA,91,S141,NEW YORK,2023-11-19 03:26:28,2023-11-19 09:35:28.000000000,35.47,6.15,44.92,$47.68,Mornin,WEDNESDAY,21%,97%,11.89,-7.1,1,Level 1 ,Long-Distance Traveler#
U0723,Nissan Leaf#,71,S396,new york,2023-11-27 17:16:37,2023-11-27 23:58:01.000000000,12.16,6.69,6.95,$3.67,Afternoon ,Wednesda,66%,85%,222.5,-4.04,4,Level ,Long-Distance Traveler#
U0724,AUDI E-TRON,33,S139,New York#,2023-03-01 06:11:48,2023-03-01 08:19:00.000000000,60.69,2.12,39.79,$22.9,afternoon,thursday,55%,93%,259.07,32.06,1,Level 2 ,commuter
U0725,NISSAN LEAF,89,S479,Los Angeles#,2023-03-27 08:41:36,2023-03-27 12:18:12.000000000,9.62,3.61,48.45,$15.43,night,sunday,45%,82%,201.18,7.21,5,Level ,Commuter#
U0726,chevy bolt,40,S202,los angeles,2023-06-12 06:20:42,2023-06-12 09:07:30.000000000,55.59,2.78,46.46,$49.1,Evenin,Wednesday ,26%,82%,296.29,17.97,5,dc fast charger,Long-Distance Travele
U0727,Tesla Model 3 ,35,S157,San Francisco#,2023-04-14 06:28:49,2023-04-14 08:26:25.000000000,52.63,1.96,48.81,$44.72,Morning ,wednesday,44%,92%,76.97,-6.17,6,Level ,commuter
U0728,hyundai kona,72,S286,seattle,2023-06-10 23:39:52,2023-06-11 07:39:16.000000000,24.54,7.99,46.92,$11.37,Afternoon ,Thursday#,36%,87%,107.48,-7.63,3,DC Fast Charger ,Commute
U0729,audi e-tron,95,S156,San Francisco#,2023-08-14 22:32:20,2023-08-15 04:02:56.000000000,77.61,5.51,11.42,$37.89,night,MONDAY,75%,97%,250.02,36.45,8,Level ,COMMUTER
U0730,Hyundai Kona#,33,S045,New Yor,2023-07-30 22:14:36,2023-07-31 02:05:00.000000000,74.72,3.84,24.86,$42.16,Evenin,Tuesday#,55%,86%,77.63,12.14,8,LEVEL 2,LONG-DISTANCE TRAVELER
U0731,nissan leaf,53,S171,Los Angele,2023-01-04 13:45:20,2023-01-04 18:45:56.000000000,54.86,5.01,28.43,$20.74,Evening#,Wednesday#,78%,90%,113.33,20.02,6,LEVEL 2,commuter
U0732,Nissan Leaf#,32,S053,New York#,2023-06-06 23:27:34,2023-06-07 04:16:46.000000000,33.44,4.82,49.48,$3.27,MORNING,Wednesday ,77%,98%,141.94,-9.0,5,DC Fast Charger#,commuter
U0733,HYUNDAI KONA,96,S117,New York ,2023-01-06 14:41:40,2023-01-06 15:11:40.000000000,73.64,0.5,10.7,$8.81,AFTERNOON,Wednesda,22%,82%,41.81,11.92,5,Level 2#,LONG-DISTANCE TRAVELER
U0734,NISSAN LEAF,78,S157,New York#,2023-06-30 17:12:05,2023-06-30 20:44:29.000000000,43.32,3.54,29.18,$5.33,Mornin,Tuesday ,38%,82%,104.83,21.99,8,DC FAST CHARGER,COMMUTER
U0735,nissan leaf,31,S402,NEW YORK,2023-09-26 07:15:32,2023-09-26 14:41:20.000000000,37.24,7.43,12.22,$25.12,NIGHT,Wednesday ,44%,93%,253.57,37.81,5,Level 1 ,long-distance traveler
U0736,TESLA MODEL 3,67,S374,CHICAGO,2023-01-29 12:58:26,2023-01-29 20:08:02.000000000,63.48,7.16,43.08,$12.79,AFTERNOON,Tuesda,36%,97%,276.76,17.77,3,LEVEL 1,Long-Distance Traveler#
U0737,Nissan Leaf#,76,S135,san francisco,2023-05-08 13:17:13,2023-05-08 19:16:01.000000000,6.81,5.98,21.99,$6.56,afternoon,thursday,38%,87%,33.94,34.89,0,level 1,long-distance traveler
NA,NA,63,NA,NA,NA,NA,79.57,1.05,35.48,$12.18,NA,NA,70%,99%,258.2,10.07,5,NA,NA
U0739,Hyundai Kona#,86,S315,NEW YORK,2023-05-20 23:25:58,2023-05-21 04:04:58.000000000,36.09,4.65,13.27,$22.35,Afternoon ,SUNDAY,77%,88%,136.09,2.24,2,DC Fast Charger ,Long-Distance Traveler#
U0740,Tesla Model ,87,S262,San Francisco ,2023-08-13 09:12:57,2023-08-13 14:12:57.000000000,47.15,5.0,14.36,$10.51,afternoon,Friday ,54%,82%,132.51,26.31,7,Level 1#,commuter
NA,NA,89,NA,NA,NA,NA,61.26,3.86,28.35,$14.85,NA,NA,63%,99%,212.56,23.35,2,NA,NA
NA,NA,84,NA,NA,NA,NA,75.96,7.29,44.19,$22.55,NA,NA,61%,95%,70.67,23.12,9,NA,NA
U0743,Tesla Model 3#,82,S004,Chicago ,2023-04-02 19:47:44,2023-04-03 01:03:20.000000000,46.06,5.26,46.0,$35.13,Morning ,monday,17%,81%,242.81,4.05,8,Level 1 ,Commuter 
U0744,audi e-tron,47,S078,San Francisco#,2023-02-19 15:51:08,2023-02-19 23:08:31.999999999,70.93,7.29,32.75,$23.48,evening,Sunday#,76%,81%,110.54,35.73,8,LEVEL 1,LONG-DISTANCE TRAVELER
U0745,Nissan Lea,56,S421,New Yor,2023-09-26 02:55:28,2023-09-26 07:57:52.000000000,15.93,5.04,24.33,$45.69,Afternoon ,Friday#,24%,85%,12.28,32.61,2,DC FAST CHARGER,Long-Distance Traveler#
U0746,Hyundai Kona#,42,S211,CHICAGO,2023-03-31 09:44:46,2023-03-31 15:03:22.000000000,75.22,5.31,39.17,$39.57,Afternoon#,MONDAY,76%,94%,206.0,24.45,4,LEVEL 2,long-distance traveler
U0747,nissan leaf,96,S189,Seattl,2023-07-10 00:01:34,2023-07-10 07:51:58.000000000,12.9,7.84,3.49,$3.06,EVENING,MONDAY,30%,82%,241.41,10.4,4,LEVEL 1,Commuter#
U0748,HYUNDAI KONA,34,S366,los angeles,2023-02-21 23:37:30,2023-02-22 01:12:54.000000000,55.23,1.59,29.42,$32.65,Afternoo,Friday ,35%,81%,133.27,31.81,8,DC FAST CHARGER,commuter
U0749,chevy bolt,49,S091,Los Angeles ,2023-08-02 01:20:13,2023-08-02 08:55:37.000000000,71.51,7.59,24.29,$2.06,Mornin,Tuesda,29%,91%,214.8,-3.62,2,LEVEL 1,COMMUTER
U0750,Nissan Lea,30,S185,Chicag,2023-02-04 23:37:52,2023-02-05 02:47:28.000000000,53.61,3.16,43.79,$4.35,night,friday,76%,98%,202.46,-1.18,8,LEVEL 1,Commute
U0751,Tesla Model 3#,46,S271,New York#,2023-04-26 11:47:14,2023-04-26 14:00:26.000000000,10.93,2.22,8.96,$24.13,Afternoon#,Saturda,67%,84%,99.34,2.0,3,Level 2 ,COMMUTER
U0752,CHEVY BOLT,77,S204,Chicago#,2023-05-27 21:12:57,2023-05-27 23:27:21.000000000,15.93,2.24,25.65,$6.31,Afternoon#,saturday,51%,82%,170.66,26.82,5,Level 2#,COMMUTER
U0753,nissan leaf,82,S236,New York ,2023-01-27 02:18:07,2023-01-27 05:30:43.000000000,70.59,3.21,23.29,$28.54,AFTERNOON,Tuesday#,38%,82%,60.82,26.22,7,DC FAST CHARGER,Long-Distance Traveler 
NA,NA,57,NA,NA,NA,NA,13.46,2.95,29.67,$7.92,NA,NA,77%,82%,44.17,20.34,4,NA,NA
U0755,Chevy Bolt#,39,S168,New York ,2023-05-29 21:56:52,2023-05-30 04:05:52.000000000,24.62,6.15,5.98,$5.89,evening,Sunday#,47%,99%,12.75,3.84,5,DC FAST CHARGER,COMMUTER
U0756,Hyundai Kona ,34,S236,Los Angeles ,2023-06-18 23:22:42,2023-06-19 03:08:18.000000000,48.71,3.76,19.03,$43.48,Evenin,Monday ,35%,83%,237.92,32.15,9,LEVEL 1,commuter
U0757,hyundai kona,99,S496,los angeles,2023-09-11 19:10:57,2023-09-12 02:06:09.000000000,29.09,6.92,33.08,$19.59,Night#,Tuesda,20%,90%,159.61,27.66,6,Level 2#,Commuter 
U0758,TESLA MODEL 3,31,S388,Seattle ,2023-07-15 11:18:07,2023-07-15 17:48:07.000000000,34.9,6.5,38.84,$46.42,evening,sunday,35%,94%,256.26,-1.58,4,level 2,Commuter#
U0759,Tesla Model 3 ,40,S123,Los Angeles#,2023-10-19 01:31:17,2023-10-19 02:09:41.000000000,33.98,0.64,34.73,$48.54,Mornin,Tuesday ,75%,83%,265.32,7.61,2,Level ,Long-Distance Traveler 
U0760,Chevy Bolt#,83,S086,SEATTLE,2023-10-18 13:10:13,2023-10-18 16:06:37.000000000,29.81,2.94,10.95,$3.01,EVENING,Sunda,46%,82%,239.87,2.3,7,LEVEL 1,Commute
